Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
17, 2, eco121, 89, 1, 4.4, 7.4, 57.11, 21.88, -35.24, 0.02, 0.06, 9.25, 
17, 3, eco121, 89, 1, 27.5, 4.4, 24.85, 17.64, -7.21, 0.04, 0.04, 9.42, 
17, 4, eco121, 89, 1, 12.2, 6.9, 50.66, 28.05, -22.61, 0.03, 0.06, 9.27, 
17, 5, eco121, 89, 1, 5.6, 12.5, 130.87, 52.26, -78.61, 0.02, 0.05, 4.26, 
17, 6, eco121, 89, 1, 6.6, 15.4, 148.75, 51.95, -96.8, 0.02, 0.01, 3.83, 
18, 7, eco121, 89, 1, 1.3, 22.9, 32.89, 11.73, -21.16, 0.02, 0, 4.43, 
18, 8, eco121, 89, 1, 0.1, 21.2, 36.83, 11.37, -25.46, 0.02, 0, 4.43, 
18, 9, eco121, 89, 1, 1.8, 15.9, 99.4, 32.45, -66.96, 0.02, 0, 5.09, 
18, 10, eco121, 89, 1, 6.3, 10.6, 105.57, 45.83, -59.74, 0.02, 0.01, 5.42, 
18, 11, eco121, 89, 1, 16.1, 5.9, 40.01, 25.16, -14.85, 0.03, 0.02, 9.53, 
18, 12, eco121, 89, 1, 38.8, 2.5, 13.01, 15.9, 2.89, 0.05, 0.03, 9.56, 
18, 1, eco121, 89, 1, 25.4, 1.9, 10.15, 26.88, 16.73, 0.04, 0.08, 9.57, 
18, 2, eco121, 89, 1, 16.5, 4.9, 29.61, 18.54, -11.08, 0.03, 0.05, 9.35, 
18, 3, eco121, 89, 1, 6.9, 6.7, 49.25, 25.87, -23.37, 0.02, 0.05, 9.31, 
18, 4, eco121, 89, 1, 7.6, 8.5, 72.84, 38.69, -34.15, 0.03, 0.04, 6.02, 
18, 5, eco121, 89, 1, 7.5, 11.2, 114.34, 48.53, -65.81, 0.03, 0.03, 4.56, 
18, 6, eco121, 89, 1, 1, 17.4, 63.58, 16.97, -46.62, 0.02, 0, 5.02, 
19, 7, eco121, 89, 1, 1, 20.8, 52.8, 16.36, -36.45, 0.02, 0, 4.59, 
19, 8, eco121, 89, 1, 3, 20.2, 81.05, 28.54, -52.51, 0.02, 0, 3.84, 
19, 9, eco121, 89, 1, 3.1, 16.8, 108.77, 37.49, -71.28, 0.02, 0, 5.01, 
19, 10, eco121, 89, 1, 7.6, 9.9, 96.36, 44.78, -51.58, 0.03, 0.02, 5.58, 
19, 11, eco121, 89, 1, 14, 5.3, 33.92, 25.08, -8.84, 0.03, 0.01, 9.57, 
19, 12, eco121, 89, 1, 6.4, 1.4, 8.48, 26.62, 18.14, 0.02, 0.02, 9.73, 
19, 1, eco121, 89, 1, 22.5, 1.2, 7.61, 26.22, 18.61, 0.04, 0.05, 9.66, 
19, 2, eco121, 89, 1, 3.8, 3.1, 16.1, 17.04, 0.94, 0.02, 0.02, 9.58, 
19, 3, eco121, 89, 1, 5.2, 6.6, 48.42, 30.9, -17.51, 0.02, 0.04, 7.07, 
19, 4, eco121, 89, 1, 5.8, 8, 66.92, 39.88, -27.04, 0.02, 0.01, 6.16, 
19, 5, eco121, 89, 1, 2.5, 15.6, 121.24, 42.68, -78.56, 0.02, 0, 3.1, 
19, 6, eco121, 89, 1, 5.2, 15.4, 114.76, 39.3, -75.46, 0.02, 0, 4.69, 
20, 7, eco121, 89, 1, 1, 22.1, 43.11, 14.29, -28.82, 0.02, 0, 5.13, 
20, 8, eco121, 89, 1, 0, 21.9, 42.48, 14.04, -28.44, 0.02, 0, 5.1, 
20, 9, eco121, 89, 1, 1.7, 18.3, 97.36, 33.15, -64.2, 0.02, 0, 4.46, 
20, 10, eco121, 89, 1, 4.7, 9.6, 92.28, 45.09, -47.19, 0.02, 0, 5.51, 
20, 11, eco121, 89, 1, 28.8, 3.5, 18.87, 17.85, -1.03, 0.04, 0.01, 9.58, 
20, 12, eco121, 89, 1, 5.9, 0, 0.04, 25.11, 25.08, 0.02, 0.02, 9.75, 
20, 1, eco121, 89, 1, 30.6, 2.9, 15.57, 17.46, 1.9, 0.04, 0.03, 9.52, 
20, 2, eco121, 89, 1, 32.3, 1.7, 9.51, 28.18, 18.67, 0.04, 0.1, 9.51, 
20, 3, eco121, 89, 1, 15.8, 5, 31.27, 19.91, -11.36, 0.03, 0.05, 9.25, 
20, 4, eco121, 89, 1, 5.3, 7.5, 61.29, 35.08, -26.2, 0.02, 0.06, 6.26, 
20, 5, eco121, 89, 1, 13.2, 8.3, 72.64, 41.49, -31.15, 0.03, 0.04, 5.39, 
20, 6, eco121, 89, 1, 4.7, 16.1, 137.21, 51.1, -86.11, 0.02, 0, 2.71, 
21, 7, eco121, 89, 1, 0, 19.8, 17.53, 6.33, -11.19, 0.02, 0, 2.7, 
21, 8, eco121, 89, 1, 1.1, 19.2, 38.12, 9.68, -28.43, 0.02, 0, 3.21, 
21, 9, eco121, 89, 1, 0.2, 17.7, 45.17, 10.51, -34.66, 0.02, 0, 3.27, 
21, 10, eco121, 89, 1, 5.3, 11.6, 132.25, 52.36, -79.9, 0.02, 0, 5.06, 
21, 11, eco121, 89, 1, 12.2, 6.4, 52.2, 32.17, -20.02, 0.03, 0.01, 9.51, 
21, 12, eco121, 89, 1, 4.1, 1.8, 11.42, 28.84, 17.42, 0.02, 0.01, 9.72, 
21, 1, eco121, 89, 1, 14.5, 2.2, 13, 17.17, 4.17, 0.03, 0.01, 9.66, 
21, 2, eco121, 89, 1, 24.7, 1.1, 8.43, 27.97, 19.55, 0.04, 0.06, 9.63, 
21, 3, eco121, 89, 1, 6.9, 2.9, 17.24, 18.07, 0.83, 0.02, 0.02, 9.52, 
21, 4, eco121, 89, 1, 3, 7.2, 63, 36.53, -26.46, 0.02, 0.05, 6.38, 
21, 5, eco121, 89, 1, 0.9, 11.4, 116.28, 42.03, -74.25, 0.02, 0, 4.55, 
21, 6, eco121, 89, 1, 0.2, 15.9, 62.99, 14.58, -48.41, 0.02, 0, 4.61, 
22, 7, eco121, 89, 1, 1.5, 20.2, 65.11, 18.42, -46.69, 0.02, 0, 4.92, 
22, 8, eco121, 89, 1, 0.2, 20.4, 55.4, 15.54, -39.86, 0.02, 0, 4.97, 
22, 9, eco121, 89, 1, 0.9, 16.5, 95.03, 31, -64.02, 0.02, 0, 5.02, 
22, 10, eco121, 89, 1, 6.9, 10.2, 100.05, 50.54, -49.51, 0.02, 0.01, 5.47, 
22, 11, eco121, 89, 1, 4, 2.8, 17.05, 23.79, 6.74, 0.02, 0, 6.64, 
22, 12, eco121, 89, 1, 4.4, 2.5, 14.86, 18.14, 3.28, 0.02, 0, 8.44, 
22, 1, eco121, 89, 1, 20.7, 1.5, 9.84, 29.62, 19.78, 0.03, 0.03, 9.68, 
22, 2, eco121, 89, 1, 18.4, 4, 25.48, 19.97, -5.51, 0.03, 0.03, 9.49, 
22, 3, eco121, 89, 1, 5.9, 5, 35.32, 24.15, -11.17, 0.02, 0.03, 9.44, 
22, 4, eco121, 89, 1, 8.7, 10, 111.95, 48.75, -63.21, 0.03, 0.07, 5.12, 
22, 5, eco121, 89, 1, 2.7, 11.6, 120.32, 47.76, -72.56, 0.02, 0, 4.7, 
22, 6, eco121, 89, 1, 1.6, 19.1, 72.5, 21.34, -51.16, 0.02, 0, 4.73, 
23, 7, eco121, 89, 1, 1.8, 20.9, 64.12, 20.96, -43.16, 0.02, 0, 4.45, 
23, 8, eco121, 89, 1, 0, 21.7, 41.25, 12.96, -28.29, 0.02, 0, 4.41, 
23, 9, eco121, 89, 1, 2.5, 17.8, 88.7, 40.53, -48.18, 0.02, 0, 4.79, 
23, 10, eco121, 89, 1, 2.3, 12.1, 106.6, 54.36, -52.24, 0.02, 0, 5.13, 
23, 11, eco121, 89, 1, 19.8, 5.3, 39.17, 24.93, -14.24, 0.03, 0.01, 9.55, 
23, 12, eco121, 89, 1, 20, 1.8, 11.5, 30.55, 19.05, 0.03, 0.04, 9.66, 
23, 1, eco121, 89, 1, 7.5, 1.8, 11.27, 30.4, 19.13, 0.03, 0.04, 9.66, 
23, 2, eco121, 89, 1, 8.6, 1.9, 12, 30.62, 18.63, 0.03, 0.04, 9.65, 
23, 3, eco121, 89, 1, 7.2, 7.2, 65.24, 32.86, -32.38, 0.03, 0.05, 9.33, 
23, 4, eco121, 89, 1, 4.5, 6.4, 53.4, 37.15, -16.25, 0.02, 0.01, 7.15, 
23, 5, eco121, 89, 1, 1.4, 16.6, 126.88, 45.34, -81.54, 0.02, 0, 2.46, 
23, 6, eco121, 89, 1, 2.4, 16.2, 67.53, 16.5, -51.03, 0.02, 0, 3.65, 
24, 7, eco121, 89, 1, 0.6, 22.7, 31.18, 11.19, -19.99, 0.02, 0, 3.94, 
24, 8, eco121, 89, 1, 0, 20.2, 40.39, 11.44, -28.95, 0.02, 0, 3.91, 
24, 9, eco121, 89, 1, 0.3, 17, 67.66, 17.74, -49.93, 0.02, 0, 4.03, 
24, 10, eco121, 89, 1, 0.2, 10.7, 80.62, 37.72, -42.9, 0.02, 0, 4.21, 
24, 11, eco121, 89, 1, 11.5, 6.1, 49.04, 32.84, -16.2, 0.03, 0, 9.56, 
24, 12, eco121, 89, 1, 37.5, 2.5, 15.18, 19.19, 4.01, 0.05, 0.02, 9.58, 
24, 1, eco121, 89, 1, 10.6, 0.9, 7.48, 29.89, 22.41, 0.03, 0.05, 9.66, 
24, 2, eco121, 89, 1, 7.6, 5.3, 39.22, 22.83, -16.39, 0.03, 0.03, 9.43, 
24, 3, eco121, 89, 1, 4.5, 5.8, 45.12, 31.02, -14.1, 0.02, 0.02, 9.46, 
24, 4, eco121, 89, 1, 4.9, 9.8, 109.55, 51.8, -57.75, 0.02, 0.04, 5.32, 
24, 5, eco121, 89, 1, 1.9, 12.8, 103.43, 45.43, -58.01, 0.02, 0, 4.67, 
24, 6, eco121, 89, 1, 0.9, 18, 67.03, 19.46, -47.57, 0.02, 0, 5.08, 
25, 7, eco121, 89, 1, 2.9, 23.2, 61.88, 28.91, -32.97, 0.02, 0, 2.38, 
25, 8, eco121, 89, 1, 1.9, 20.5, 44.37, 12.99, -31.38, 0.02, 0, 3.31, 
25, 9, eco121, 89, 1, 0.7, 17.9, 58.49, 16.22, -42.26, 0.02, 0, 3.65, 
25, 10, eco121, 89, 1, 0.3, 12.7, 73.9, 28.71, -45.19, 0.02, 0, 3.76, 
25, 11, eco121, 89, 1, 10, 3.7, 23.91, 25.79, 1.88, 0.03, 0, 8.08, 
25, 12, eco121, 89, 1, 19.6, 2.2, 13.61, 19.45, 5.84, 0.03, 0.01, 9.67, 
25, 1, eco121, 89, 1, 10.5, 5.7, 44.61, 24.17, -20.44, 0.03, 0.03, 9.44, 
25, 2, eco121, 89, 1, 4.6, 3.9, 25.06, 21.71, -3.35, 0.02, 0.01, 9.63, 
25, 3, eco121, 89, 1, 11.1, 7, 62.36, 36.79, -25.57, 0.03, 0.03, 9.39, 
25, 4, eco121, 89, 1, 13.9, 5.5, 42.59, 31.39, -11.2, 0.03, 0.02, 9.46, 
25, 5, eco121, 89, 1, 2.1, 12.9, 130.53, 66.72, -63.81, 0.02, 0.04, 3.49, 
25, 6, eco121, 89, 1, 0.2, 18.9, 39.32, 10.78, -28.54, 0.02, 0, 3.57, 
26, 7, eco121, 89, 1, 0.4, 22.1, 30.14, 11.08, -19.06, 0.02, 0, 3.74, 
26, 8, eco121, 89, 1, 0.6, 21, 43.29, 13.66, -29.64, 0.02, 0, 3.99, 
26, 9, eco121, 89, 1, 0.7, 15.9, 69.84, 24.8, -45.04, 0.02, 0, 4.3, 
26, 10, eco121, 89, 1, 11.1, 10.6, 91.21, 56.36, -34.85, 0.03, 0.04, 5.49, 
26, 11, eco121, 89, 1, 4.7, 4.3, 28.83, 31.71, 2.88, 0.02, 0, 7, 
26, 12, eco121, 89, 1, 19.1, 2.6, 15.87, 20.15, 4.29, 0.03, 0.01, 9.68, 
26, 1, eco121, 89, 1, 11.8, 1.8, 11.35, 33.27, 21.92, 0.03, 0.04, 9.67, 
26, 2, eco121, 89, 1, 21.3, 3.7, 24.14, 21.64, -2.5, 0.03, 0.03, 9.5, 
26, 3, eco121, 89, 1, 4.7, 9.4, 106.52, 46.12, -60.4, 0.02, 0.1, 5.66, 
26, 4, eco121, 89, 1, 3.7, 10.9, 107.39, 57.91, -49.48, 0.02, 0, 5.01, 
26, 5, eco121, 89, 1, 3.7, 12.8, 101.32, 56.61, -44.71, 0.02, 0, 4.4, 
26, 6, eco121, 89, 1, 1, 18.1, 61.05, 18.74, -42.31, 0.02, 0, 4.84, 
27, 7, eco121, 89, 1, 1, 22.5, 50.52, 17.81, -32.72, 0.02, 0, 4.92, 
27, 8, eco121, 89, 1, 0, 21.4, 49.48, 15.87, -33.6, 0.02, 0, 4.87, 
27, 9, eco121, 89, 1, 0.6, 15.6, 77.79, 32.35, -45.44, 0.02, 0, 5.13, 
27, 10, eco121, 89, 1, 2.4, 10.9, 92.61, 56.68, -35.93, 0.02, 0, 5.23, 
27, 11, eco121, 89, 1, 16.7, 4.4, 30.3, 24.78, -5.52, 0.03, 0.01, 9.6, 
27, 12, eco121, 89, 1, 38.4, 2.5, 15.49, 20.12, 4.64, 0.05, 0.02, 9.57, 
27, 1, eco121, 89, 1, 10.8, 1.9, 11.89, 33.45, 21.56, 0.03, 0.06, 9.61, 
27, 2, eco121, 89, 1, 4.8, 5.3, 39.92, 23.87, -16.05, 0.02, 0.03, 9.43, 
27, 3, eco121, 89, 1, 11.2, 7.7, 75.5, 38.74, -36.75, 0.03, 0.05, 9.28, 
27, 4, eco121, 89, 1, 6.8, 7.9, 79.09, 46.46, -32.63, 0.02, 0.03, 6.25, 
27, 5, eco121, 89, 1, 12.9, 12.6, 115.13, 65.5, -49.63, 0.03, 0.08, 4.29, 
27, 6, eco121, 89, 1, 3, 14.8, 85.09, 39.66, -45.44, 0.02, 0, 4.7, 
28, 7, eco121, 89, 1, 0.6, 22.7, 44.85, 15.6, -29.25, 0.02, 0, 4.96, 
28, 8, eco121, 89, 1, 0.7, 20.1, 59.66, 20.58, -39.08, 0.02, 0, 5.05, 
28, 9, eco121, 89, 1, 0.1, 16.8, 71.75, 27.2, -44.55, 0.02, 0, 5.07, 
28, 10, eco121, 89, 1, 1, 10.5, 89.69, 53.25, -36.44, 0.02, 0, 5.21, 
28, 11, eco121, 89, 1, 14.7, 5.1, 38.86, 29.16, -9.7, 0.03, 0.01, 9.58, 
28, 12, eco121, 89, 1, 18.7, 2.4, 14.76, 20.1, 5.34, 0.03, 0.01, 9.64, 
28, 1, eco121, 89, 1, 22.3, 1.9, 11.84, 33.6, 21.76, 0.04, 0.06, 9.62, 
28, 2, eco121, 89, 1, 9.9, 4.2, 28.32, 22.5, -5.83, 0.03, 0.03, 9.48, 
28, 3, eco121, 89, 1, 15.1, 2, 12.61, 19.85, 7.24, 0.03, 0.02, 9.61, 
28, 4, eco121, 89, 1, 8, 8.3, 86.54, 43.04, -43.5, 0.03, 0.07, 6.13, 
28, 5, eco121, 89, 1, 3.3, 14.3, 130.23, 61.53, -68.7, 0.02, 0, 3.36, 
28, 6, eco121, 89, 1, 2.1, 19.1, 58.79, 18.98, -39.81, 0.02, 0, 4.4, 
29, 7, eco121, 89, 1, 2.2, 22.4, 56.59, 22.86, -33.73, 0.02, 0, 4.52, 
29, 8, eco121, 89, 1, 0.3, 20.5, 52.84, 16.59, -36.25, 0.02, 0, 4.65, 
29, 9, eco121, 89, 1, 1.1, 15.6, 81.56, 37.85, -43.71, 0.02, 0, 5.16, 
29, 10, eco121, 89, 1, 10.6, 9.7, 84.34, 52.95, -31.39, 0.03, 0.04, 5.76, 
29, 11, eco121, 89, 1, 4.2, 5.7, 46.33, 39.13, -7.2, 0.02, 0, 6.44, 
29, 12, eco121, 89, 1, 13.1, 0.6, 6.68, 31.12, 24.44, 0.03, 0, 9.78, 
29, 1, eco121, 89, 1, 4.2, 0.6, 6.81, 31.16, 24.34, 0.02, 0.02, 9.74, 
29, 2, eco121, 89, 1, 16.5, 3.6, 23.53, 21.92, -1.61, 0.03, 0.02, 9.56, 
29, 3, eco121, 89, 1, 1.8, 8.8, 97.9, 47.42, -50.47, 0.02, 0.06, 6.16, 
29, 4, eco121, 89, 1, 4.5, 9.6, 100.48, 54.58, -45.9, 0.02, 0.01, 5.48, 
29, 5, eco121, 89, 1, 1.8, 14.7, 90.88, 42.76, -48.12, 0.02, 0, 4.29, 
29, 6, eco121, 89, 1, 1.4, 17.2, 67.58, 22.37, -45.2, 0.02, 0, 4.97, 
30, 7, eco121, 89, 1, 0, 21.1, 48.58, 15.06, -33.52, 0.02, 0, 4.94, 
30, 8, eco121, 89, 1, 0.1, 20.6, 53.35, 17.1, -36.26, 0.02, 0, 4.93, 
30, 9, eco121, 89, 1, 0, 18.1, 65.1, 23.22, -41.87, 0.02, 0, 4.88, 
30, 10, eco121, 89, 1, 4.3, 11.1, 93.21, 60.35, -32.86, 0.02, 0, 5.24, 
30, 11, eco121, 89, 1, 8.2, 6.4, 55.61, 39.31, -16.3, 0.03, 0, 8.69, 
30, 12, eco121, 89, 1, 9.1, 0.2, 5.51, 30.52, 25.01, 0.03, 0.01, 9.78, 
30, 1, eco121, 89, 1, 20.2, 0.2, 5.47, 30.48, 25.01, 0.03, 0.03, 9.72, 
30, 2, eco121, 89, 1, 7.9, 3.8, 25.72, 22.51, -3.21, 0.03, 0.02, 9.52, 
30, 3, eco121, 89, 1, 4.3, 4.8, 35.39, 28.03, -7.37, 0.02, 0.02, 9.49, 
30, 4, eco121, 89, 1, 2.2, 7.3, 71.52, 45.99, -25.53, 0.02, 0.02, 6.56, 
30, 5, eco121, 89, 1, 4.2, 13.5, 129.37, 66.16, -63.2, 0.02, 0.01, 3.55, 
30, 6, eco121, 89, 1, 0.4, 17.1, 50.55, 12.48, -38.06, 0.02, 0, 3.74, 
31, 7, eco121, 89, 1, 0.2, 22.1, 31.71, 11.38, -20.33, 0.02, 0, 3.83, 
31, 8, eco121, 89, 1, 0.5, 20, 48.77, 14.17, -34.6, 0.02, 0, 4.03, 
31, 9, eco121, 89, 1, 0.2, 18.1, 58.4, 18.17, -40.23, 0.02, 0, 4.09, 
31, 10, eco121, 89, 1, 6.9, 10.4, 88.88, 59.02, -29.86, 0.02, 0.01, 5.5, 
31, 11, eco121, 89, 1, 5.7, 4.5, 32.34, 33.32, 0.98, 0.02, 0, 7.58, 
31, 12, eco121, 89, 1, 5.8, 0, 0.04, 0.96, 0.92, 0.02, 0, 9.64, 
31, 1, eco121, 89, 1, 3.1, 2.9, 18.02, 21.79, 3.77, 0.02, 0, 9.68, 
31, 2, eco121, 89, 1, 13, 3.9, 26.07, 23.28, -2.8, 0.03, 0.01, 9.58, 
31, 3, eco121, 89, 1, 11.6, 5.1, 39.06, 28.6, -10.45, 0.03, 0.03, 9.46, 
31, 4, eco121, 89, 1, 1.7, 8.5, 92.54, 52.18, -40.36, 0.02, 0.03, 6.04, 
31, 5, eco121, 89, 1, 8.5, 15.2, 118.01, 79.55, -38.46, 0.03, 0.04, 4.18, 
31, 6, eco121, 89, 1, 5.9, 17, 97.07, 62.47, -34.6, 0.02, 0, 3.2, 
32, 7, eco121, 89, 1, 0.6, 22.2, 29.04, 10.7, -18.34, 0.02, 0, 3.49, 
32, 8, eco121, 89, 1, 0, 19.7, 36.66, 10.48, -26.19, 0.02, 0, 3.46, 
32, 9, eco121, 89, 1, 1.9, 16.4, 73.01, 28, -45.01, 0.02, 0, 4.36, 
32, 10, eco121, 89, 1, 19, 11.2, 95.52, 58.12, -37.39, 0.03, 0.09, 5.05, 
32, 11, eco121, 89, 1, 10.5, 3.4, 23.02, 26.21, 3.2, 0.03, 0, 9.42, 
32, 12, eco121, 89, 1, 22, 1.7, 11.47, 34.08, 22.62, 0.04, 0.04, 9.66, 
32, 1, eco121, 89, 1, 18.9, 2.7, 17.58, 21.36, 3.78, 0.03, 0.02, 9.56, 
32, 2, eco121, 89, 1, 8.7, 3.9, 27.04, 23.06, -3.97, 0.03, 0.02, 9.49, 
32, 3, eco121, 89, 1, 8.1, 4.6, 33.96, 27.73, -6.23, 0.03, 0.03, 9.45, 
32, 4, eco121, 89, 1, 14.4, 4.9, 37.39, 31.25, -6.15, 0.03, 0.03, 9.41, 
32, 5, eco121, 89, 1, 3.8, 8.3, 92.02, 52.55, -39.47, 0.02, 0.03, 5.19, 
32, 6, eco121, 89, 1, 2.8, 15.3, 95.79, 45.08, -50.7, 0.02, 0, 3.81, 
33, 7, eco121, 89, 1, 2.9, 19.6, 65.77, 25.76, -40.01, 0.02, 0, 5.03, 
33, 8, eco121, 89, 1, 0.1, 20.2, 55.49, 18.17, -37.32, 0.02, 0, 5.04, 
33, 9, eco121, 89, 1, 0.3, 19.1, 66.43, 25.71, -40.72, 0.02, 0, 5.16, 
33, 10, eco121, 89, 1, 8, 11.4, 96.32, 63.93, -32.38, 0.03, 0.03, 5.02, 
33, 11, eco121, 89, 1, 5.8, 4, 27.86, 33.75, 5.89, 0.02, 0, 6.94, 
33, 12, eco121, 89, 1, 2.8, 3.2, 21.48, 27.3, 5.82, 0.02, 0, 8.08, 
33, 1, eco121, 89, 1, 5, 3.6, 24.25, 26.15, 1.91, 0.02, 0, 9.66, 
33, 2, eco121, 89, 1, 7.5, 2, 12.98, 35.57, 22.59, 0.03, 0.02, 9.69, 
33, 3, eco121, 89, 1, 22.5, 3.7, 25.67, 22.94, -2.73, 0.04, 0.02, 9.47, 
33, 4, eco121, 89, 1, 5.9, 5.9, 51.28, 36.6, -14.68, 0.02, 0.04, 9.36, 
33, 5, eco121, 89, 1, 7.9, 9.4, 109.11, 55.9, -53.21, 0.03, 0.05, 4.64, 
33, 6, eco121, 89, 1, 5.1, 15.5, 101.83, 60.11, -41.72, 0.02, 0, 3.21, 
34, 7, eco121, 89, 1, 0.6, 21.1, 35.44, 11.16, -24.28, 0.02, 0, 3.49, 
34, 8, eco121, 89, 1, 0, 22.8, 27.93, 11.03, -16.89, 0.02, 0, 3.46, 
